"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.671565648E0,-1.094975948E0,1.139263660E-1,3.075706363E-1,1.143044724E0
1.680190648E0,-1.114829063E0,9.346238524E-2,3.036000133E-1,1.159203186E0
1.681201648E0,-1.114829063E0,9.346238524E-2,3.036000133E-1,1.159203186E0
1.689352648E0,-1.103528023E0,7.605272532E-2,2.910772860E-1,1.143802474E0
1.690223648E0,-1.103528023E0,7.605272532E-2,2.910772860E-1,1.143802474E0
1.698636648E0,-1.069014192E0,6.230825558E-2,2.852740586E-1,1.108176407E0
1.699505648E0,-1.069014192E0,6.230825558E-2,2.852740586E-1,1.108176407E0
1.707961648E0,-1.007011414E0,3.817907721E-2,2.864958048E-1,1.047668590E0
1.708833648E0,-1.007011414E0,3.817907721E-2,2.864958048E-1,1.047668590E0
1.717287648E0,-9.535606503E-1,7.941247895E-3,2.828305960E-1,9.946527652E-1
1.718196648E0,-9.535606503E-1,7.941247895E-3,2.828305960E-1,9.946527652E-1
1.726616648E0,-9.309586287E-1,-2.626720630E-2,2.785545588E-1,9.720939135E-1
1.727485648E0,-9.309586287E-1,-2.626720630E-2,2.785545588E-1,9.720939135E-1
1.735952648E0,-9.242390990E-1,-5.986479297E-2,2.868012190E-1,9.695651834E-1
1.736818648E0,-9.242390990E-1,-5.986479297E-2,2.868012190E-1,9.695651834E-1
1.745266648E0,-9.279043078E-1,-8.643743396E-2,2.935207486E-1,9.770528463E-1
1.746134648E0,-9.279043078E-1,-8.643743396E-2,2.935207486E-1,9.770528463E-1
1.754615648E0,-9.367618561E-1,-7.819075137E-2,3.005456924E-1,9.868962873E-1
1.755513648E0,-9.367618561E-1,-7.819075137E-2,3.005456924E-1,9.868962873E-1
1.763920648E0,-9.520334601E-1,-4.703662544E-2,3.280346394E-1,1.008060950E0
1.764776648E0,-9.520334601E-1,-4.703662544E-2,3.280346394E-1,1.008060950E0
1.773194648E0,-9.721920490E-1,9.468411095E-3,3.686571717E-1,1.039786104E0
1.774041648E0,-9.721920490E-1,9.468411095E-3,3.686571717E-1,1.039786104E0
1.782546648E0,-9.615018964E-1,6.078109145E-2,4.141666293E-1,1.048672606E0
1.783411648E0,-9.615018964E-1,6.078109145E-2,4.141666293E-1,1.048672606E0
1.791830648E0,-9.404270649E-1,8.368854225E-2,4.312708676E-1,1.037979478E0
1.792706648E0,-9.404270649E-1,8.368854225E-2,4.312708676E-1,1.037979478E0
1.801155648E0,-9.190467596E-1,5.314527452E-2,4.074471295E-1,1.006719688E0
1.802015648E0,-9.190467596E-1,5.314527452E-2,4.074471295E-1,1.006719688E0
1.810490648E0,-9.260717034E-1,-1.740965992E-2,3.564398587E-1,9.924521495E-1
1.811352648E0,-9.260717034E-1,-1.740965992E-2,3.564398587E-1,9.924521495E-1
1.819800648E0,-9.291260242E-1,-7.635815442E-2,3.350595832E-1,9.906415401E-1
1.820638648E0,-9.291260242E-1,-7.635815442E-2,3.350595832E-1,9.906415401E-1
1.829112648E0,-9.355401397E-1,-9.376781434E-2,3.243694305E-1,9.946071000E-1
1.829957648E0,-9.355401397E-1,-9.376781434E-2,3.243694305E-1,9.946071000E-1
1.838417648E0,-9.205739498E-1,-6.078109145E-2,3.436116874E-1,9.844895784E-1
1.839272648E0,-9.205739498E-1,-6.078109145E-2,3.436116874E-1,9.844895784E-1
1.847743648E0,-8.802568316E-1,1.252273750E-2,3.677408695E-1,9.540661695E-1
1.848566648E0,-8.802568316E-1,1.252273750E-2,3.677408695E-1,9.540661695E-1
1.857066648E0,-8.319984674E-1,8.613199741E-2,3.842342496E-1,9.204760341E-1
1.857896648E0,-8.319984674E-1,8.613199741E-2,3.842342496E-1,9.204760341E-1
1.866650648E0,-8.014551997E-1,1.163698286E-1,3.878994286E-1,8.979634407E-1
1.867556648E0,-8.014551997E-1,1.163698286E-1,3.878994286E-1,8.979634407E-1
1.875781648E0,-7.843509912E-1,1.230893433E-1,3.851505518E-1,8.824388996E-1
1.876639648E0,-7.843509912E-1,1.230893433E-1,3.851505518E-1,8.824388996E-1
1.885117648E0,-7.553348541E-1,1.279762685E-1,3.869831264E-1,8.582916796E-1
1.885992648E0,-7.553348541E-1,1.279762685E-1,3.869831264E-1,8.582916796E-1
1.894414648E0,-7.217372656E-1,1.230893433E-1,3.906483352E-1,8.298564869E-1
1.895279648E0,-7.217372656E-1,1.230893433E-1,3.906483352E-1,8.298564869E-1
1.903681648E0,-7.125743032E-1,1.127046347E-1,4.013384581E-1,8.255525605E-1
1.904568648E0,-7.125743032E-1,1.127046347E-1,4.013384581E-1,8.255525605E-1
1.913027648E0,-7.125743032E-1,1.010981947E-1,4.098905921E-1,8.282471129E-1
1.913865648E0,-7.125743032E-1,1.010981947E-1,4.098905921E-1,8.282471129E-1
1.922338648E0,-7.443392873E-1,8.827003092E-2,4.071416855E-1,8.529929220E-1
1.923203648E0,-7.443392873E-1,8.827003092E-2,4.071416855E-1,8.529929220E-1
1.931677648E0,-7.889324427E-1,7.422012836E-2,4.077525437E-1,8.911706702E-1
1.932564648E0,-7.889324427E-1,7.422012836E-2,4.077525437E-1,8.911706702E-1
1.940989648E0,-8.338310719E-1,7.391469181E-2,4.123340547E-1,9.331436174E-1
1.941830648E0,-8.338310719E-1,7.391469181E-2,4.123340547E-1,9.331436174E-1
1.950493648E0,-8.613200188E-1,9.010262042E-2,4.251621962E-1,9.647556945E-1
1.951502648E0,-8.613200188E-1,9.010262042E-2,4.251621962E-1,9.647556945E-1
1.959653648E0,-8.741481900E-1,1.243110746E-1,4.450153410E-1,9.887501986E-1
1.960510648E0,-8.741481900E-1,1.243110746E-1,4.450153410E-1,9.887501986E-1
1.968932648E0,-8.655960560E-1,1.695151031E-1,4.676173329E-1,9.983275376E-1
1.969808648E0,-8.655960560E-1,1.695151031E-1,4.676173329E-1,9.983275376E-1
1.978361648E0,-8.561276197E-1,2.147191316E-1,4.838052690E-1,1.006541775E0
1.979569648E0,-8.561276197E-1,2.147191316E-1,4.838052690E-1,1.006541775E0
1.987594648E0,-8.692612648E-1,2.376265824E-1,4.954117239E-1,1.028355150E0
1.988444648E0,-8.692612648E-1,2.376265824E-1,4.954117239E-1,1.028355150E0
1.996911648E0,-8.888089061E-1,2.464841306E-1,4.929682612E-1,1.045826661E0
1.997762648E0,-8.888089061E-1,2.464841306E-1,4.929682612E-1,1.045826661E0
2.006237648E0,-9.077457786E-1,2.544253767E-1,4.761694670E-1,1.056159094E0
2.007083648E0,-9.077457786E-1,2.544253767E-1,4.761694670E-1,1.056159094E0
2.015533648E0,-9.260717034E-1,2.480112910E-1,4.535674453E-1,1.060585606E0
2.016381648E0,-9.260717034E-1,2.480112910E-1,4.535674453E-1,1.060585606E0
2.024937648E0,-9.230173826E-1,2.376265824E-1,4.431827366E-1,1.051112943E0
2.025778648E0,-9.230173826E-1,2.376265824E-1,4.431827366E-1,1.051112943E0
2.034186648E0,-8.982773423E-1,2.480112910E-1,4.245513380E-1,1.024038878E0
2.035066648E0,-8.982773423E-1,2.480112910E-1,4.245513380E-1,1.024038878E0
2.043509648E0,-8.643743396E-1,2.852740586E-1,4.178318381E-1,1.001552661E0
2.044370648E0,-8.643743396E-1,2.852740586E-1,4.178318381E-1,1.001552661E0
2.052838648E0,-8.210029006E-1,3.252857327E-1,4.071416855E-1,9.724304205E-1
2.053698648E0,-8.210029006E-1,3.252857327E-1,4.071416855E-1,9.724304205E-1
2.062162648E0,-7.687739134E-1,3.555235863E-1,4.001167417E-1,9.367517052E-1
2.063015648E0,-7.687739134E-1,3.555235863E-1,4.001167417E-1,9.367517052E-1
2.071479648E0,-7.507534027E-1,3.307835162E-1,3.875939846E-1,9.073464075E-1
2.072351648E0,-7.507534027E-1,3.307835162E-1,3.875939846E-1,9.073464075E-1
2.080825648E0,-7.562511563E-1,2.516764700E-1,3.500257730E-1,8.705026702E-1
2.081685648E0,-7.562511563E-1,2.516764700E-1,3.500257730E-1,8.705026702E-1
2.090134648E0,-7.803803682E-1,1.771509200E-1,2.977968156E-1,8.538494662E-1
2.091043648E0,-7.803803682E-1,1.771509200E-1,2.977968156E-1,8.538494662E-1
2.099511648E0,-7.935139537E-1,1.178969890E-1,2.489275932E-1,8.399577617E-1
2.100466648E0,-7.935139537E-1,1.178969890E-1,2.489275932E-1,8.399577617E-1
2.108785648E0,-7.984008789E-1,6.291911751E-2,2.205223590E-1,8.306821833E-1
2.109647648E0,-7.984008789E-1,6.291911751E-2,2.205223590E-1,8.306821833E-1
2.118106648E0,-8.341364861E-1,5.558873713E-2,2.244929820E-1,8.656043461E-1
2.118993648E0,-8.341364861E-1,5.558873713E-2,2.244929820E-1,8.656043461E-1
2.127417648E0,-8.552113175E-1,1.295034289E-1,2.428189367E-1,8.983977804E-1
2.128300648E0,-8.552113175E-1,1.295034289E-1,2.428189367E-1,8.983977804E-1
2.136739648E0,-8.564330935E-1,2.336559594E-1,2.672535479E-1,9.270907237E-1
2.137618648E0,-8.564330935E-1,2.336559594E-1,2.672535479E-1,9.270907237E-1
2.146060648E0,-8.619308472E-1,3.301726580E-1,3.011565804E-1,9.708934315E-1
2.146919648E0,-8.619308472E-1,3.301726580E-1,3.011565804E-1,9.708934315E-1
2.155386648E0,-8.573493958E-1,3.671300113E-1,3.271183372E-1,9.883515762E-1
2.156269648E0,-8.573493958E-1,3.671300113E-1,3.271183372E-1,9.883515762E-1
2.164926648E0,-8.429940343E-1,2.898555696E-1,3.329215646E-1,9.515734135E-1
2.165885648E0,-8.429940343E-1,2.898555696E-1,3.329215646E-1,9.515734135E-1
2.174021648E0,-8.487972617E-1,1.154535338E-1,2.956587672E-1,9.062010906E-1
2.174891648E0,-8.487972617E-1,1.154535338E-1,2.956587672E-1,9.062010906E-1
2.183407648E0,-8.695666790E-1,-5.711590126E-2,2.477058619E-1,9.059617152E-1
2.184302648E0,-8.695666790E-1,-5.711590126E-2,2.477058619E-1,9.059617152E-1
2.192668648E0,-8.814785480E-1,-1.860084683E-1,2.168571651E-1,9.266232303E-1
2.193524648E0,-8.814785480E-1,-1.860084683E-1,2.168571651E-1,9.266232303E-1
2.201987648E0,-8.765916228E-1,-2.351831198E-1,2.196060568E-1,9.337830547E-1
2.202906648E0,-8.765916228E-1,-2.351831198E-1,2.196060568E-1,9.337830547E-1
2.211341648E0,-8.665123582E-1,-1.774563491E-1,2.318233550E-1,9.143721839E-1
2.212206648E0,-8.665123582E-1,-1.774563491E-1,2.318233550E-1,9.143721839E-1
2.220616648E0,-8.298604488E-1,-3.909537569E-2,2.571742535E-1,8.696754622E-1
2.221482648E0,-8.298604488E-1,-3.909537569E-2,2.571742535E-1,8.696754622E-1
2.229961648E0,-7.748825550E-1,1.029307917E-1,2.926044464E-1,8.346586632E-1
2.230837648E0,-7.748825550E-1,1.029307917E-1,2.926044464E-1,8.346586632E-1
2.239277648E0,-7.400632501E-1,2.076941878E-1,3.213151097E-1,8.331109707E-1
2.240180648E0,-7.400632501E-1,2.076941878E-1,3.213151097E-1,8.331109707E-1
2.248597648E0,-7.528914213E-1,2.428189367E-1,3.344487250E-1,8.588727950E-1
2.249486648E0,-7.528914213E-1,2.428189367E-1,3.344487250E-1,8.588727950E-1
2.257885648E0,-7.828238010E-1,2.104430795E-1,3.384193480E-1,8.784230463E-1
2.258737648E0,-7.828238010E-1,2.104430795E-1,3.384193480E-1,8.784230463E-1
2.267276648E0,-8.191702962E-1,1.487456858E-1,3.347541690E-1,8.973436392E-1
2.268239648E0,-8.191702962E-1,1.487456858E-1,3.347541690E-1,8.973436392E-1
2.276511648E0,-8.536841869E-1,7.880161703E-2,3.152064681E-1,9.134229598E-1
2.277387648E0,-8.536841869E-1,7.880161703E-2,3.152064681E-1,9.134229598E-1
2.285909648E0,-8.594874144E-1,2.474004216E-2,2.935207486E-1,9.085621140E-1
2.286769648E0,-8.594874144E-1,2.474004216E-2,2.935207486E-1,9.085621140E-1
2.295192648E0,-8.481863737E-1,-9.162978269E-3,2.858849466E-1,8.951169127E-1
2.296030648E0,-8.481863737E-1,-9.162978269E-3,2.858849466E-1,8.951169127E-1
2.304543648E0,-8.243626356E-1,-2.260201424E-2,2.953533530E-1,8.759670138E-1
2.305402648E0,-8.243626356E-1,-2.260201424E-2,2.953533530E-1,8.759670138E-1
2.313835648E0,-8.038986921E-1,-4.581489135E-3,3.106249869E-1,8.618363996E-1
2.314712648E0,-8.038986921E-1,-4.581489135E-3,3.106249869E-1,8.618363996E-1
2.323192648E0,-7.788531780E-1,6.322455406E-2,3.167336285E-1,8.431665367E-1
2.324043648E0,-7.788531780E-1,6.322455406E-2,3.167336285E-1,8.431665367E-1
2.332707648E0,-7.476990819E-1,1.579086632E-1,3.225368559E-1,8.294691594E-1
2.333656648E0,-7.476990819E-1,1.579086632E-1,3.225368559E-1,8.294691594E-1
2.341798648E0,-7.284567952E-1,2.700024247E-1,3.494149148E-1,8.518458749E-1
2.342673648E0,-7.284567952E-1,2.700024247E-1,3.494149148E-1,8.518458749E-1
2.351121648E0,-7.165449262E-1,3.992004395E-1,3.808744848E-1,9.043577805E-1
2.351979648E0,-7.165449262E-1,3.992004395E-1,3.808744848E-1,9.043577805E-1
2.360487648E0,-7.391469479E-1,5.378668308E-1,4.236350358E-1,1.007524482E0
2.361361648E0,-7.391469479E-1,5.378668308E-1,4.236350358E-1,1.007524482E0
2.369830648E0,-7.941248417E-1,6.188064814E-1,4.578435123E-1,1.105973059E0
2.370686648E0,-7.941248417E-1,6.188064814E-1,4.578435123E-1,1.105973059E0
2.379104648E0,-8.753699064E-1,5.937610269E-1,4.636467099E-1,1.154899520E0
2.380012648E0,-8.753699064E-1,5.937610269E-1,4.636467099E-1,1.154899520E0
2.388400648E0,-9.498954415E-1,5.125159621E-1,4.156937897E-1,1.156622362E0
2.389264648E0,-9.498954415E-1,5.125159621E-1,4.156937897E-1,1.156622362E0
2.397728648E0,-9.905179739E-1,3.955352604E-1,3.683517575E-1,1.128386909E0
2.398605648E0,-9.905179739E-1,3.955352604E-1,3.683517575E-1,1.128386909E0
2.407048648E0,-9.688322544E-1,3.356704414E-1,3.286454976E-1,1.076716511E0
2.407923648E0,-9.688322544E-1,3.356704414E-1,3.286454976E-1,1.076716511E0
2.416387648E0,-9.049968719E-1,3.830125034E-1,3.167336285E-1,1.032491214E0
2.417245648E0,-9.049968719E-1,3.830125034E-1,3.167336285E-1,1.032491214E0
2.425691648E0,-8.148942590E-1,5.244278312E-1,3.265074790E-1,1.022587081E0
2.426551648E0,-8.148942590E-1,5.244278312E-1,3.265074790E-1,1.022587081E0
2.435015648E0,-7.388415337E-1,7.250970602E-1,3.423899710E-1,1.090359322E0
2.435876648E0,-7.388415337E-1,7.250970602E-1,3.423899710E-1,1.090359322E0
2.444361648E0,-7.067710757E-1,9.465357065E-1,3.906483352E-1,1.244211123E0
2.445224648E0,-7.067710757E-1,9.465357065E-1,3.906483352E-1,1.244211123E0
2.453660648E0,-7.379252315E-1,1.185384035E0,4.459316432E-1,1.465784428E0
2.454544648E0,-7.379252315E-1,1.185384035E0,4.459316432E-1,1.465784428E0
2.462982648E0,-7.935139537E-1,1.402852058E0,5.006040931E-1,1.687679694E0
2.463865648E0,-7.935139537E-1,1.402852058E0,5.006040931E-1,1.687679694E0
2.472295648E0,-8.655960560E-1,1.552208543E0,5.381723046E-1,1.856943005E0
2.473157648E0,-8.655960560E-1,1.552208543E0,5.381723046E-1,1.856943005E0
2.481630648E0,-9.318749309E-1,1.604132175E0,5.180137157E-1,1.926128016E0
2.482506648E0,-9.318749309E-1,1.604132175E0,5.180137157E-1,1.926128016E0
2.490948648E0,-1.027475357E0,1.531439185E0,4.346306324E-1,1.894707200E0
2.491808648E0,-1.027475357E0,1.531439185E0,4.346306324E-1,1.894707200E0
2.500261648E0,-1.127046347E0,1.437060475E0,3.185662329E-1,1.853877213E0
2.501128648E0,-1.127046347E0,1.437060475E0,3.185662329E-1,1.853877213E0
2.509591648E0,-1.143539786E0,1.422705173E0,2.409863323E-1,1.841153895E0
2.510459648E0,-1.143539786E0,1.422705173E0,2.409863323E-1,1.841153895E0
2.519125648E0,-1.114218235E0,1.481348276E0,2.128865421E-1,1.865796256E0
2.519992648E0,-1.114218235E0,1.481348276E0,2.128865421E-1,1.865796256E0
2.528217648E0,-1.074206591E0,1.565647602E0,2.122756690E-1,1.910558341E0
2.529076648E0,-1.074206591E0,1.565647602E0,2.122756690E-1,1.910558341E0
2.537567648E0,-1.058323979E0,1.616654873E0,2.232712507E-1,1.945115080E0
2.538432648E0,-1.058323979E0,1.616654873E0,2.232712507E-1,1.945115080E0
2.546848648E0,-1.065043569E0,1.592525721E0,2.532036304E-1,1.932503054E0
2.547705648E0,-1.065043569E0,1.592525721E0,2.532036304E-1,1.932503054E0
2.556187648E0,-1.100168347E0,1.435533285E0,2.611449063E-1,1.827381424E0
2.557055648E0,-1.100168347E0,1.435533285E0,2.611449063E-1,1.827381424E0
2.565508648E0,-1.161560297E0,1.143539786E0,2.345722616E-1,1.646793767E0
2.566370648E0,-1.161560297E0,1.143539786E0,2.345722616E-1,1.646793767E0
2.574825648E0,-1.217454433E0,7.721336484E-1,1.661553532E-1,1.451204076E0
2.575692648E0,-1.217454433E0,7.721336484E-1,1.661553532E-1,1.451204076E0
2.584184648E0,-1.215316415E0,4.193589985E-1,7.849618047E-2,1.288028574E0
2.585085648E0,-1.215316415E0,4.193589985E-1,7.849618047E-2,1.288028574E0
2.593472648E0,-1.153924465E0,1.798998117E-1,2.748893574E-2,1.168187166E0
2.594357648E0,-1.153924465E0,1.798998117E-1,2.748893574E-2,1.168187166E0
2.602774648E0,-1.074206591E0,6.811147183E-2,3.573561832E-2,1.076956827E0
2.603658648E0,-1.074206591E0,6.811147183E-2,3.573561832E-2,1.076956827E0
2.612128648E0,-9.706648588E-1,9.987647086E-2,6.505715102E-2,9.779560371E-1
2.613011648E0,-9.706648588E-1,9.987647086E-2,6.505715102E-2,9.779560371E-1
2.621413648E0,-8.469646573E-1,2.565633953E-1,8.613199741E-2,8.891527582E-1
2.622300648E0,-8.469646573E-1,2.565633953E-1,8.613199741E-2,8.891527582E-1
2.630769648E0,-7.486153841E-1,5.189300179E-1,1.487456858E-1,9.229510474E-1
2.631623648E0,-7.486153841E-1,5.189300179E-1,1.487456858E-1,9.229510474E-1
2.640101648E0,-6.942483783E-1,8.552113175E-1,2.406809032E-1,1.127516965E0
2.640969648E0,-6.942483783E-1,8.552113175E-1,2.406809032E-1,1.127516965E0
2.649411648E0,-7.095199823E-1,1.176526427E0,3.011565804E-1,1.406530599E0
2.650272648E0,-7.095199823E-1,1.176526427E0,3.011565804E-1,1.406530599E0
2.658726648E0,-7.788531780E-1,1.382387996E0,3.219259977E-1,1.619026001E0
2.659608648E0,-7.788531780E-1,1.382387996E0,3.219259977E-1,1.619026001E0
2.668059648E0,-8.683449626E-1,1.364672899E0,2.742784917E-1,1.640604702E0
2.668918648E0,-8.683449626E-1,1.364672899E0,2.742784917E-1,1.640604702E0
2.677363648E0,-9.731083512E-1,1.131016970E0,1.918116808E-1,1.504304148E0
2.678225648E0,-9.731083512E-1,1.131016970E0,1.918116808E-1,1.504304148E0
2.686698648E0,-1.110247612E0,7.638869882E-1,9.804387391E-2,1.351216375E0
2.687566648E0,-1.110247612E0,7.638869882E-1,9.804387391E-2,1.351216375E0
2.696007648E0,-1.228144526E0,4.007275999E-1,3.543018550E-2,1.292353235E0
2.696907648E0,-1.228144526E0,4.007275999E-1,3.543018550E-2,1.292353235E0
2.705323648E0,-1.290758252E0,3.359758854E-1,-6.414085161E-3,1.333783266E0
2.706202648E0,-1.290758252E0,3.359758854E-1,-6.414085161E-3,1.333783266E0
2.714665648E0,-1.245554209E0,7.357872128E-1,5.314527452E-2,1.447623062E0
2.715505648E0,-1.245554209E0,7.357872128E-1,5.314527452E-2,1.447623062E0
2.723968648E0,-1.111469269E0,1.455080986E0,1.991420686E-1,1.841814913E0
2.724825648E0,-1.111469269E0,1.455080986E0,1.991420686E-1,1.841814913E0
2.733285648E0,-9.691377282E-1,2.221716881E0,3.289509416E-1,2.446111722E0
2.734140648E0,-9.691377282E-1,2.221716881E0,3.289509416E-1,2.446111722E0
2.742610648E0,-8.851437569E-1,2.744312048E0,3.735440969E-1,2.907621585E0
2.743484648E0,-8.851437569E-1,2.744312048E0,3.735440969E-1,2.907621585E0
2.752119648E0,-9.077457786E-1,2.877480745E0,3.222314119E-1,3.034424315E0
2.753074648E0,-9.077457786E-1,2.877480745E0,3.222314119E-1,3.034424315E0
2.761235648E0,-9.899071455E-1,2.514321327E0,2.040289938E-1,2.709862676E0
2.762115648E0,-9.899071455E-1,2.514321327E0,2.040289938E-1,2.709862676E0
2.770575648E0,-1.179580808E0,1.783421040E0,4.886921868E-2,2.138782291E0
2.771428648E0,-1.179580808E0,1.783421040E0,4.886921868E-2,2.138782291E0
2.779906648E0,-1.435838699E0,1.069014192E0,-5.742133409E-2,1.791011257E0
2.780759648E0,-1.435838699E0,1.069014192E0,-5.742133409E-2,1.791011257E0
2.789239648E0,-1.592220306E0,7.382306457E-1,-7.116580009E-2,1.756477885E0
2.790132648E0,-1.592220306E0,7.382306457E-1,-7.116580009E-2,1.756477885E0
2.798725648E0,-1.541823864E0,8.368853927E-1,-8.552113548E-3,1.754329253E0
2.799590648E0,-1.541823864E0,8.368853927E-1,-8.552113548E-3,1.754329253E0
2.807864648E0,-1.375973940E0,1.211956620E0,9.773843735E-2,1.836217834E0
2.808726648E0,-1.375973940E0,1.211956620E0,9.773843735E-2,1.836217834E0
2.817176648E0,-1.216538191E0,1.822516441E0,2.089159191E-1,2.201176324E0
2.818072648E0,-1.216538191E0,1.822516441E0,2.089159191E-1,2.201176324E0
2.826504648E0,-9.902125597E-1,2.491108418E0,3.500257730E-1,2.703453366E0
2.827376648E0,-9.902125597E-1,2.491108418E0,3.500257730E-1,2.703453366E0
2.835849648E0,-7.892379165E-1,2.910467386E0,4.028656185E-1,3.042370392E0
2.836735648E0,-7.892379165E-1,2.910467386E0,4.028656185E-1,3.042370392E0
2.845157648E0,-7.211264372E-1,2.814256191E0,3.381139040E-1,2.924787558E0
2.846022648E0,-7.211264372E-1,2.814256191E0,3.381139040E-1,2.924787558E0
2.854571648E0,-7.806857824E-1,2.167655230E0,1.698205322E-1,2.310203129E0
2.855472648E0,-7.806857824E-1,2.167655230E0,1.698205322E-1,2.310203129E0
2.863806648E0,-9.123272300E-1,1.210124016E0,2.168571576E-2,1.515655429E0
2.864692648E0,-9.123272300E-1,1.210124016E0,2.168571576E-2,1.515655429E0
2.873167648E0,-1.092837930E0,2.583959997E-1,-6.505715102E-2,1.124853620E0
2.874060648E0,-1.092837930E0,2.583959997E-1,-6.505715102E-2,1.124853620E0
2.882450648E0,-1.228755474E0,-3.497203588E-1,-6.536258012E-2,1.279225004E0
2.883356648E0,-1.228755474E0,-3.497203588E-1,-6.536258012E-2,1.279225004E0
2.891777648E0,-1.219592452E0,-4.581489265E-1,-5.192354787E-3,1.302817389E0
2.892656648E0,-1.219592452E0,-4.581489265E-1,-5.192354787E-3,1.302817389E0
2.901070648E0,-1.079704285E0,-1.417207420E-1,7.910704613E-2,1.091835169E0
2.901950648E0,-1.079704285E0,-1.417207420E-1,7.910704613E-2,1.091835169E0
2.910403648E0,-8.836165667E-1,3.814853430E-1,1.579086632E-1,9.753176148E-1
2.911286648E0,-8.836165667E-1,3.814853430E-1,1.579086632E-1,9.753176148E-1
2.919740648E0,-6.420193911E-1,8.833111525E-1,1.954768747E-1,1.109341561E0
2.920597648E0,-6.420193911E-1,8.833111525E-1,1.954768747E-1,1.109341561E0
2.929062648E0,-4.135557711E-1,1.114523649E0,1.866193265E-1,1.203336243E0
2.929947648E0,-4.135557711E-1,1.114523649E0,1.866193265E-1,1.203336243E0
2.938383648E0,-3.588833213E-1,1.055880547E0,1.411098689E-1,1.124096509E0
2.939280648E0,-3.588833213E-1,1.055880547E0,1.411098689E-1,1.124096509E0
2.947685648E0,-4.379903674E-1,7.400632501E-1,9.346238524E-2,8.650227705E-1
2.948562648E0,-4.379903674E-1,7.400632501E-1,9.346238524E-2,8.650227705E-1
2.957024648E0,-5.845980644E-1,2.648100853E-1,4.764748737E-2,6.435445293E-1
2.957915648E0,-5.845980644E-1,2.648100853E-1,4.764748737E-2,6.435445293E-1
2.966338648E0,-7.415903807E-1,-1.518000066E-1,-1.557706390E-2,7.571275848E-1
2.967216648E0,-7.415903807E-1,-1.518000066E-1,-1.557706390E-2,7.571275848E-1
2.975653648E0,-8.075638413E-1,-3.411682248E-1,-5.925392732E-2,8.786729445E-1
2.976528648E0,-8.075638413E-1,-3.411682248E-1,-5.925392732E-2,8.786729445E-1
2.985010648E0,-7.870998979E-1,-2.672535479E-1,-2.565634064E-2,8.316303000E-1
2.985863648E0,-7.870998979E-1,-2.672535479E-1,-2.565634064E-2,8.316303000E-1
2.994309648E0,-6.945537925E-1,-2.290744707E-2,4.489859566E-2,6.963803599E-1
2.995212648E0,-6.945537925E-1,-2.290744707E-2,4.489859566E-2,6.963803599E-1
3.003613648E0,-5.354233980E-1,3.466660380E-1,1.050688252E-1,6.464479988E-1
7.550949030E4,-5.354233980E-1,3.466660380E-1,1.050688252E-1,6.464479988E-1
7.550949030E4,-3.643811047E-1,6.875288486E-1,1.554652005E-1,7.934979116E-1
7.550949030E4,-3.643811047E-1,6.875288486E-1,1.554652005E-1,7.934979116E-1
